0,1,2,3,4
Мясо,Томаты,Картошка,Соль,
Консервы,Перец,Курица,Мука,
Мясо,Масло,Сыр,,
Молоко,Сыр,Сахар,Фрукты,
Молоко,Кофе,Курица,,
Бакалея,Чай,Мясо,Сладости,Яйца
Яйца,Сок,Кофе,Говядина,
Мука,Кофе,,,
Напитки,Сахар,Напитки,,
Молоко,Сыр,Сок,,
Картошка,Мука,Огурцы,Масло,
Соль,Картошка,Фрукты,Перец,Яйца
Сок,Сыр,,,
Сладости,Фрукты,,,
Овощи,Бакалея,Курица,Консервы,
Рыба,Перец,,,
Яблоки,Яблоки,Яблоки,Хлеб,
Морковь,Сладости,Мясо,Лук,Яйца
Сладости,Молоко,Томаты,Яблоки,
Консервы,Овощи,Картошка,,
Картошка,Курица,Хлеб,,
Рыба,Кофе,Сладости,Томаты,Мясо
Кофе,Огурцы,Мука,,
Яблоки,Сладости,,,
Яйца,Мясо,Масло,Консервы,Говядина
Морковь,Яблоки,Хлеб,Сладости,Лук
Перец,Напитки,Бананы,Хлеб,
Яйца,Рыба,Томаты,,
Лук,Соль,,,
Напитки,Молоко,Курица,Кофе,
Фрукты,Бананы,Бакалея,Чай,
Картошка,Перец,,,
Морковь,Фрукты,Бакалея,,
Говядина,Овощи,Мука,Сок,Кофе
Бакалея,Яблоки,Морковь,Яйца,
Яблоки,Кофе,Чай,Чай,Яблоки
Мука,Морковь,Кофе,Сахар,
Сок,Яйца,Лук,Овощи,Морковь
Картошка,Сок,Сладости,Овощи,Бананы
Яйца,Томаты,,,
Перец,Яйца,,,
Чай,Кофе,,,
Томаты,Мука,,,
Бакалея,Лук,Картошка,Напитки,Сахар
Яблоки,Соль,Кофе,Соль,Сыр
Овощи,Говядина,Рыба,Сок,
Сок,Молоко,Сахар,,
Перец,Сок,Сахар,Мука,
Чай,Соль,,,
Говядина,Яблоки,Курица,,
Перец,Соль,Консервы,Яйца,
Томаты,Лук,Бакалея,Мясо,
Масло,Морковь,,,
Хлеб,Овощи,Молоко,Яйца,
Огурцы,Томаты,Перец,Овощи,Хлеб
Сыр,Молоко,Сыр,Хлеб,
Курица,Сыр,Сыр,Фрукты,
Томаты,Кофе,Томаты,Напитки,
Овощи,Яблоки,,,
Бакалея,Сыр,,,
Перец,Сладости,,,
Овощи,Сладости,Сыр,Яблоки,
Рыба,Сахар,Сыр,Картошка,
Напитки,Кофе,Хлеб,Яблоки,Молоко
Огурцы,Консервы,Молоко,Бакалея,Сок
Томаты,Яйца,Сок,Курица,Хлеб
Яйца,Яйца,Фрукты,Огурцы,
Сок,Сок,Чай,,
Масло,Огурцы,Морковь,Мука,
Говядина,Лук,Консервы,Яблоки,Сладости
Напитки,Хлеб,Сахар,,
Яйца,Кофе,,,
Фрукты,Консервы,Перец,,
Перец,Томаты,Сладости,Говядина,Курица
Бананы,Курица,Соль,,
Говядина,Перец,Яблоки,,
Сахар,Бакалея,Сахар,,
Бананы,Напитки,Лук,,
Овощи,Лук,Бананы,Мясо,
Сыр,Чай,Сыр,,
Бананы,Напитки,Напитки,,
Мясо,Хлеб,Сыр,Томаты,
Лук,Рыба,Сахар,Бакалея,Картошка
Лук,Яйца,,,
Чай,Напитки,Томаты,Консервы,Картошка
Перец,Мука,Кофе,Рыба,Рыба
Яблоки,Молоко,Сок,Консервы,Морковь
Кофе,Мука,Говядина,Овощи,
Мясо,Напитки,Томаты,Говядина,
Бананы,Масло,Рыба,Консервы,Томаты
Бакалея,Хлеб,Яблоки,,
Чай,Рыба,Яйца,,
Бакалея,Напитки,Говядина,Говядина,
Томаты,Мука,,,
Говядина,Овощи,Картошка,Молоко,
Яблоки,Морковь,Бананы,,
Сладости,Огурцы,,,
Говядина,Говядина,,,
Морковь,Мука,Масло,Яблоки,
Сыр,Томаты,Соль,Сладости,Яйца
Мука,Хлеб,Бананы,,
Морковь,Говядина,Лук,Консервы,
Яблоки,Яблоки,,,
Говядина,Яйца,Напитки,Яблоки,
Томаты,Говядина,Напитки,,
Говядина,Сладости,Кофе,Мясо,
Яйца,Сыр,,,
Масло,Чай,Перец,,
Фрукты,Огурцы,Соль,,
Сок,Бакалея,Мука,Хлеб,Лук
Сладости,Томаты,,,
Молоко,Фрукты,,,
Консервы,Соль,,,
Фрукты,Рыба,Хлеб,,
Консервы,Фрукты,Морковь,Мука,Фрукты
Консервы,Курица,,,
Сыр,Перец,Чай,Сок,
Бакалея,Фрукты,,,
Консервы,Соль,,,
Перец,Яйца,Фрукты,Масло,Фрукты
Масло,Лук,Соль,,
Сахар,Молоко,Фрукты,Консервы,Яйца
Яблоки,Яйца,,,
Масло,Напитки,Яблоки,Сладости,
Масло,Перец,Бакалея,Консервы,
Сахар,Консервы,Яблоки,,
Напитки,Бананы,Сладости,Лук,Кофе
Огурцы,Сок,Огурцы,Мясо,
Мука,Яйца,Бакалея,Бананы,Овощи
Бакалея,Соль,Напитки,Огурцы,Мука
Соль,Кофе,Картошка,Овощи,Чай
Овощи,Хлеб,Консервы,Масло,Мука
Сыр,Томаты,Напитки,Овощи,
Хлеб,Курица,Говядина,Яблоки,
Мясо,Бакалея,Огурцы,Сыр,
Бакалея,Рыба,Мука,,
Перец,Сахар,Консервы,Рыба,
Бананы,Бананы,,,
Бакалея,Томаты,Томаты,Перец,
Чай,Бананы,Хлеб,Бананы,Мука
Мясо,Огурцы,Перец,,
Чай,Курица,Сахар,Овощи,
Курица,Лук,,,
Кофе,Яблоки,Фрукты,Яблоки,Морковь
Хлеб,Яйца,Сок,,
Лук,Бананы,Мясо,,
Рыба,Курица,Чай,Масло,
Соль,Молоко,Бакалея,,
Бананы,Курица,,,
Яйца,Томаты,Молоко,,
Масло,Рыба,Огурцы,Кофе,Говядина
Перец,Соль,Напитки,Соль,
Масло,Лук,,,
Сахар,Говядина,Хлеб,,
Фрукты,Яблоки,Курица,Сок,
Бананы,Соль,Соль,,
Перец,Морковь,Картошка,Фрукты,
Фрукты,Рыба,Консервы,Консервы,Сыр
Мясо,Говядина,Напитки,Мука,
Мясо,Рыба,Мясо,,
Мясо,Яблоки,Овощи,Лук,Консервы
Говядина,Морковь,,,
Говядина,Сладости,Консервы,Бананы,
Кофе,Соль,Огурцы,Перец,
Томаты,Томаты,Мука,Лук,
Перец,Молоко,Бананы,Морковь,
Лук,Хлеб,Соль,Масло,Чай
Сладости,Огурцы,Сок,Огурцы,
Томаты,Бананы,Рыба,Курица,Огурцы
Яблоки,Сладости,,,
Морковь,Морковь,Кофе,Чай,Кофе
Морковь,Сыр,Сыр,Бакалея,
Овощи,Бананы,Сладости,,
Фрукты,Соль,Масло,Картошка,
Говядина,Бакалея,Яйца,,
Напитки,Сок,Яблоки,,
Курица,Масло,Мука,Томаты,Консервы
Овощи,Морковь,Сладости,Перец,
Чай,Молоко,Томаты,Молоко,Бакалея
Соль,Картошка,Консервы,,
Консервы,Сладости,Овощи,Хлеб,
Фрукты,Овощи,Перец,,
Курица,Сыр,,,
Рыба,Сладости,Лук,,
Лук,Бакалея,,,
Рыба,Огурцы,,,
Перец,Фрукты,Картошка,Бакалея,Сок
Мясо,Овощи,Фрукты,Яйца,
Мука,Кофе,Картошка,Яблоки,
Сок,Сок,Томаты,,
Напитки,Говядина,,,
Говядина,Кофе,Чай,,
Мука,Сахар,,,
Сок,Бананы,Картошка,Мука,Перец
Мука,Перец,Бананы,Чай,Чай
Фрукты,Яйца,,,
Картошка,Сахар,,,
Картошка,Курица,Морковь,,
Напитки,Яблоки,Кофе,Бакалея,
Мясо,Сахар,Консервы,Фрукты,
Огурцы,Напитки,Фрукты,,
Сыр,Яйца,,,
Курица,Кофе,Мясо,,
Яйца,Хлеб,Бананы,Бакалея,Молоко
Бананы,Мясо,,,
Томаты,Яблоки,,,
Чай,Мясо,Перец,Сок,Яйца
Кофе,Томаты,Перец,Консервы,
Мясо,Говядина,Говядина,,
Мясо,Бакалея,Курица,Морковь,
Напитки,Сыр,Картошка,,
Сок,Мука,,,
Молоко,Напитки,Лук,Сахар,Перец
Говядина,Лук,Бананы,Рыба,
Сахар,Чай,,,
Фрукты,Картошка,Мясо,Молоко,Сахар
Говядина,Сыр,Картошка,Яйца,
Лук,Фрукты,Огурцы,Сладости,
Овощи,Напитки,Перец,Морковь,
Молоко,Перец,Лук,Хлеб,Консервы
Морковь,Томаты,Чай,Овощи,Фрукты
Лук,Фрукты,Хлеб,,
Сахар,Консервы,Овощи,Перец,
Соль,Чай,,,
Соль,Перец,Яблоки,Говядина,
Курица,Яблоки,,,
Рыба,Перец,Сахар,Молоко,
Морковь,Картошка,,,
Рыба,Говядина,Хлеб,Сыр,Овощи
Фрукты,Масло,Перец,Говядина,
Чай,Рыба,,,
Говядина,Сладости,Мясо,Яблоки,Напитки
Хлеб,Бананы,Хлеб,Фрукты,Сладости
Фрукты,Яйца,Перец,,
Бананы,Консервы,Лук,Огурцы,
Бананы,Курица,,,
Хлеб,Морковь,Картошка,,
Сахар,Сок,Чай,Яблоки,Напитки
Яйца,Бакалея,,,
Морковь,Сыр,,,
Овощи,Мясо,Мука,Бакалея,
Сыр,Томаты,Морковь,Яблоки,Перец
Картошка,Говядина,Мясо,Напитки,Перец
Сыр,Яйца,Лук,,
Морковь,Молоко,Сыр,Фрукты,Томаты
Напитки,Сахар,Яйца,Консервы,
Мука,Бакалея,,,
Мясо,Курица,Сахар,Картошка,
Рыба,Овощи,Бананы,Рыба,Мука
Мясо,Говядина,Чай,,
Мясо,Молоко,,,
Яблоки,Яблоки,Сахар,,
Яйца,Хлеб,Мука,,
Картошка,Мясо,Перец,Фрукты,Мясо
Перец,Овощи,Огурцы,,
Бакалея,Сыр,,,
Кофе,Сахар,Мука,Мясо,
Консервы,Фрукты,,,
Лук,Овощи,Картошка,,
Сладости,Говядина,Чай,Кофе,
Овощи,Огурцы,Молоко,,
Рыба,Рыба,Говядина,,
Рыба,Бакалея,,,
Сыр,Рыба,Сахар,,
Рыба,Картошка,Рыба,,
Бананы,Масло,Мясо,Рыба,Хлеб
Говядина,Курица,Курица,Говядина,Сок
Сахар,Масло,Соль,Морковь,
Фрукты,Бананы,Соль,Яйца,Яйца
Яблоки,Сок,,,
Соль,Перец,,,
Сыр,Соль,Бананы,,
Яйца,Рыба,,,
Чай,Огурцы,,,
Сладости,Бананы,Овощи,Говядина,Огурцы
Овощи,Консервы,Фрукты,,
Кофе,Курица,Морковь,Курица,Сыр
Морковь,Чай,Бакалея,,
Картошка,Молоко,Яблоки,Томаты,
Фрукты,Фрукты,,,
Масло,Сладости,Сахар,,
Мука,Сахар,,,
Напитки,Хлеб,Кофе,Перец,Яйца
Картошка,Яблоки,Сок,,
Консервы,Огурцы,Молоко,Масло,Сок
Бананы,Говядина,Хлеб,Картошка,Рыба
